product_id,program_id,color_code,color_name,collection,cloth_code,source_page,source_price_group,ancillary_price_group,unit,status,exception
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1983,Soothing Gray,Windsor,AA0306-A,30,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1983,Soothing Gray,Windsor,AA0306-A,30,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1992,Cloudy Gray,Windsor,AA0306-A,30,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1992,Cloudy Gray,Windsor,AA0306-A,30,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1993,Rich Truffle,Windsor,AA0306-A,30,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1993,Rich Truffle,Windsor,AA0306-A,30,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F0233,Toast,Windsor,AA0306-A,30,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F0233,Toast,Windsor,AA0306-A,30,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1939,Linen White,Ellie,AA0372,30,3,3,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1939,Linen White,Ellie,AA0372,30,3,B,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1940,Wheat,Ellie,AA0372,30,3,3,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1940,Wheat,Ellie,AA0372,30,3,B,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1941,Mist Gray,Ellie,AA0372,30,3,3,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1941,Mist Gray,Ellie,AA0372,30,3,B,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F0662,Seashell White,Bora Bora,A90104,31,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F0662,Seashell White,Bora Bora,A90104,31,2,,cover,not offered for this product,Roman Guide p50 excludes this collection/cloth from pillow covers.
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F0663,Straw,Bora Bora,A90104,31,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F0663,Straw,Bora Bora,A90104,31,2,,cover,not offered for this product,Roman Guide p50 excludes this collection/cloth from pillow covers.
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F0869,Cinnamon,Bora Bora,A90104,31,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F0869,Cinnamon,Bora Bora,A90104,31,2,,cover,not offered for this product,Roman Guide p50 excludes this collection/cloth from pillow covers.
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F0867,White Sand,Caroline,AB0608,31,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F0867,White Sand,Caroline,AB0608,31,2,,cover,not offered for this product,Roman Guide p50 excludes this collection/cloth from pillow covers.
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1605,Sea Salt,Catalina,AB0675,31,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1605,Sea Salt,Catalina,AB0675,31,2,,cover,not offered for this product,Roman Guide p50 excludes this collection/cloth from pillow covers.
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1712,Oatmeal,Catalina,AB0675,31,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1712,Oatmeal,Catalina,AB0675,31,2,,cover,not offered for this product,Roman Guide p50 excludes this collection/cloth from pillow covers.
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F0856,Raffia,Java,AB0609,31,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F0856,Raffia,Java,AB0609,31,2,,cover,not offered for this product,Roman Guide p50 excludes this collection/cloth from pillow covers.
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F0857,Haystack,Java,AB0609,31,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F0857,Haystack,Java,AB0609,31,2,,cover,not offered for this product,Roman Guide p50 excludes this collection/cloth from pillow covers.
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F0858,Natural,Java,AB0609,31,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F0858,Natural,Java,AB0609,31,2,,cover,not offered for this product,Roman Guide p50 excludes this collection/cloth from pillow covers.
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F0859,Sage,Java,AB0609,31,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F0859,Sage,Java,AB0609,31,2,,cover,not offered for this product,Roman Guide p50 excludes this collection/cloth from pillow covers.
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1562,Toasted Brown,Java,AB0609,31,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1562,Toasted Brown,Java,AB0609,31,2,,cover,not offered for this product,Roman Guide p50 excludes this collection/cloth from pillow covers.
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F0656,Snow White,Phuket,A90103,31,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F0656,Snow White,Phuket,A90103,31,2,,cover,not offered for this product,Roman Guide p50 excludes this collection/cloth from pillow covers.
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F0657,Honey,Phuket,A90103,31,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F0657,Honey,Phuket,A90103,31,2,,cover,not offered for this product,Roman Guide p50 excludes this collection/cloth from pillow covers.
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F0659,Black Olive,Phuket,A90103,31,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F0659,Black Olive,Phuket,A90103,31,2,,cover,not offered for this product,Roman Guide p50 excludes this collection/cloth from pillow covers.
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F0660,Grey Fog,Phuket,A90103,31,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F0660,Grey Fog,Phuket,A90103,31,2,,cover,not offered for this product,Roman Guide p50 excludes this collection/cloth from pillow covers.
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F0661,Dust,Phuket,A90103,31,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F0661,Dust,Phuket,A90103,31,2,,cover,not offered for this product,Roman Guide p50 excludes this collection/cloth from pillow covers.
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F0868,Dough,Phuket,A90103,31,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F0868,Dough,Phuket,A90103,31,2,,cover,not offered for this product,Roman Guide p50 excludes this collection/cloth from pillow covers.
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1670,Mocha,Phuket,A90103,31,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1670,Mocha,Phuket,A90103,31,2,,cover,not offered for this product,Roman Guide p50 excludes this collection/cloth from pillow covers.
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1290,Frost,Riviera,AB0651,31,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1290,Frost,Riviera,AB0651,31,2,,cover,not offered for this product,Roman Guide p50 excludes this collection/cloth from pillow covers.
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1291,Sugar Cane,Riviera,AB0651,31,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1291,Sugar Cane,Riviera,AB0651,31,2,,cover,not offered for this product,Roman Guide p50 excludes this collection/cloth from pillow covers.
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1292,Honey,Riviera,AB0651,31,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1292,Honey,Riviera,AB0651,31,2,,cover,not offered for this product,Roman Guide p50 excludes this collection/cloth from pillow covers.
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1293,Metal,Riviera,AB0651,31,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1293,Metal,Riviera,AB0651,31,2,,cover,not offered for this product,Roman Guide p50 excludes this collection/cloth from pillow covers.
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1713,Silver Fox,Riviera,AB0651,31,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1713,Silver Fox,Riviera,AB0651,31,2,,cover,not offered for this product,Roman Guide p50 excludes this collection/cloth from pillow covers.
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F0854,Fog,Sumatra,AB0605,31,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F0854,Fog,Sumatra,AB0605,31,2,,cover,not offered for this product,Roman Guide p50 excludes this collection/cloth from pillow covers.
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F0235,Egret,Seabreeze,AA0307-A,32,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F0235,Egret,Seabreeze,AA0307-A,32,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F0238,Ebony,Seabreeze,AA0307,32,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F0238,Ebony,Seabreeze,AA0307,32,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1956,Vanilla White,Seabreeze,AA0307-A,32,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1956,Vanilla White,Seabreeze,AA0307-A,32,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1968,Gentle Ash,Seabreeze,AA0307-A,32,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1968,Gentle Ash,Seabreeze,AA0307-A,32,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1969,Soft Sandstone,Seabreeze,AA0307-A,32,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1969,Soft Sandstone,Seabreeze,AA0307-A,32,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1970,Desert Beige,Seabreeze,AA0307-A,32,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1970,Desert Beige,Seabreeze,AA0307-A,32,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1971,Warm Mocha,Seabreeze,AA0307-A,32,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1971,Warm Mocha,Seabreeze,AA0307-A,32,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1972,Anthracite Gray,Seabreeze,AA0307-A,32,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1972,Anthracite Gray,Seabreeze,AA0307-A,32,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1973,Gray,Seabreeze,AA0307-A,32,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1973,Gray,Seabreeze,AA0307-A,32,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1974,Graphite,Seabreeze,AA0307-A,32,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1974,Graphite,Seabreeze,AA0307-A,32,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1975,Soothing Gray,Seabreeze,AA0307-A,32,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1975,Soothing Gray,Seabreeze,AA0307-A,32,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1994,Cloudy Gray,Seabreeze,AA0307-A,32,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1994,Cloudy Gray,Seabreeze,AA0307-A,32,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1995,Rich Truffle,Seabreeze,AA0307-A,32,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1995,Rich Truffle,Seabreeze,AA0307-A,32,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F0236,Rich Cream,Seabreeze,AA0307-A,32,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F0236,Rich Cream,Seabreeze,AA0307-A,32,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F0239,Tapestry Gold,Seabreeze,AA0307-A,32,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F0239,Tapestry Gold,Seabreeze,AA0307-A,32,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F0182,Spice,Ella,AB0203,32,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F0182,Spice,Ella,AB0203,32,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F0178,Java,Ella,AB0203,32,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F0178,Java,Ella,AB0203,32,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F0211,Khaki,Taylor,AA0305,32,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F0211,Khaki,Taylor,AA0305,32,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F0214,Sky Blue,Taylor,AA0305,32,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F0214,Sky Blue,Taylor,AA0305,32,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F0221,Orange Spice,Taylor,AA0305,32,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F0221,Orange Spice,Taylor,AA0305,32,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F0219,Puce,Taylor,AA0305,32,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F0219,Puce,Taylor,AA0305,32,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F0220,Tango Red,Taylor,AA0305,32,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F0220,Tango Red,Taylor,AA0305,32,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F0261,Navy,Taylor,AA0305,32,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F0261,Navy,Taylor,AA0305,32,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F0217,India Ink,Taylor,AA0305,32,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F0217,India Ink,Taylor,AA0305,32,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1069,Linen White,Solids,AA0802-A,33,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1069,Linen White,Solids,AA0802-A,33,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1067,Taupe,Solids,AB0320,33,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1067,Taupe,Solids,AB0320,33,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1064,Anti White,Solids,AA0319,33,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1064,Anti White,Solids,AA0319,33,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1063,Slate Gray,Solids,AA0319,33,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1063,Slate Gray,Solids,AA0319,33,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1073,Sky Blue,Patterns,AB0635,33,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1073,Sky Blue,Patterns,AB0635,33,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
