width,height,color,customSkus,documentedExactBoundaryDonors,dealerMerchandiseCost,customerBaseRetail,sourceEffectiveDate,source,result,liveStatus,exception
35.0,96,White,CAMX3596W,AMX3596WH,40.35,121.05,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
35.0,96,Alabaster,,AMX3596AL,40.35,121.05,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",color_ordering_sku_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
39.0,96,White,CAMX3996W,AMX3996WH,51.96,155.88,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
39.0,96,Alabaster,,AMX3996AL,51.96,155.88,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",color_ordering_sku_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
43.0,96,White,CAMX4396W,AMX4396WH,56.57,169.71,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
43.0,96,Alabaster,,AMX4396AL,56.57,169.71,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",color_ordering_sku_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
48.0,96,White,CAMX4896W,AMX4896WH,62.33,186.99,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
48.0,96,Alabaster,,AMX4896AL,62.33,186.99,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",color_ordering_sku_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
54.0,96,White,CAMX5496W,AMX5496WH,69.25,207.75,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
54.0,96,Alabaster,,AMX5496AL,69.25,207.75,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",color_ordering_sku_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
59.0,96,White,CAMX5996W,AMX5996WH,75.02,225.06,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
59.0,96,Alabaster,,AMX5996AL,75.02,225.06,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",color_ordering_sku_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
63.0,96,White,CAMX6396W,AMX6396WH,79.63,238.89,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
63.0,96,Alabaster,,AMX6396AL,79.63,238.89,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",color_ordering_sku_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
69.0,96,White,CAMX6996W,AMX6996WH,86.55,259.65,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
69.0,96,Alabaster,,AMX6996AL,86.55,259.65,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",color_ordering_sku_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
72.0,96,White,CAMX7296W,AMX7296WH,90.01,270.03,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
72.0,96,Alabaster,,AMX7296AL,90.01,270.03,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",color_ordering_sku_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
78.0,96,White,,,,,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_cell_unavailable,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
78.0,96,Alabaster,,,,,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_cell_unavailable,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
82.5,96,White,,,,,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_cell_unavailable,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
82.5,96,Alabaster,,,,,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_cell_unavailable,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
89.0,96,White,,,,,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_cell_unavailable,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
89.0,96,Alabaster,,,,,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_cell_unavailable,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
95.0,96,White,,,,,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_cell_unavailable,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
95.0,96,Alabaster,,,,,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_cell_unavailable,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
17.0,108,White,CAMX17108W,AMX17108WH,29.05,87.15,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
17.0,108,Alabaster,,,29.05,87.15,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",color_ordering_sku_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
23.0,108,White,CAMX23108W,AMX23108WH,36.84,110.52,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
23.0,108,Alabaster,CAMX23108A,AMX23108AL,36.84,110.52,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
27.0,108,White,CAMX27108W,AMX27108WH,42.02,126.06,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
27.0,108,Alabaster,CAMX27108A,AMX27108AL,42.02,126.06,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
30.0,108,White,CAMX30108W,,47.21,141.63,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",exact_boundary_stock_donor_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
30.0,108,Alabaster,CAMX30108A,,47.21,141.63,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",exact_boundary_stock_donor_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
35.0,108,White,CAMX35108W,,53.69,161.07,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",exact_boundary_stock_donor_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
35.0,108,Alabaster,CAMX35108A,,53.69,161.07,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",exact_boundary_stock_donor_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
39.0,108,White,CAMX39108W,AMX39108WH,62.77,188.31,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
39.0,108,Alabaster,CAMX39108A,AMX39108AL,62.77,188.31,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
43.0,108,White,CAMX43108W,AMX43108WH,62.77,188.31,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
43.0,108,Alabaster,CAMX43108A,AMX43108AL,62.77,188.31,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
48.0,108,White,CAMX48108W,AMX48108WH,69.25,207.75,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
48.0,108,Alabaster,CAMX48108A,AMX48108AL,69.25,207.75,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
54.0,108,White,CAMX54108W,AMX54108WH,77.04,231.12,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
54.0,108,Alabaster,CAMX54108A,AMX54108AL,77.04,231.12,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
59.0,108,White,CAMX59108W,AMX59108WH,83.52,250.56,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
59.0,108,Alabaster,CAMX59108A,AMX59108AL,83.52,250.56,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
63.0,108,White,CAMX63108W,AMX63108WH,88.71,266.13,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
63.0,108,Alabaster,CAMX63108A,AMX63108AL,88.71,266.13,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
69.0,108,White,CAMX69108W,AMX69108WH,96.49,289.47,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
69.0,108,Alabaster,CAMX69108A,AMX69108AL,96.49,289.47,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
72.0,108,White,CAMX72108W,AMX72108WH,100.38,301.14,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
72.0,108,Alabaster,CAMX72108A,AMX72108AL,100.38,301.14,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
78.0,108,White,,,,,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_cell_unavailable,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
78.0,108,Alabaster,,,,,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_cell_unavailable,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
82.5,108,White,,,,,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_cell_unavailable,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
82.5,108,Alabaster,,,,,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_cell_unavailable,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
89.0,108,White,,,,,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_cell_unavailable,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
89.0,108,Alabaster,,,,,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_cell_unavailable,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
95.0,108,White,,,,,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_cell_unavailable,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
95.0,108,Alabaster,,,,,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_cell_unavailable,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
